Buffalo,Present,Buffalo_Purchase_Date,Buffalo_Died,Buffalo_Sold_Date,Buffalo_Sold,Fresh_Buffalo / Calved_Buffalo,Reminder,Pregnancy,Test,In_Doubt,Empty_Days,Empty,OK,Pregnancy_Month,पड़ा,Doctor_Name,Month,Medicine,Calf_Born,Calf_Born Reminder,Dry_Period,Care,Calving,Days_Until_Calving,Age_in_Months,Age_in_Days,Milk_Production_Started,Milk_Production_per_Month_(Liters),Daily_Milk_Production_Morning_(Liters),Daily_Milk_Production_Evening(Liters),Total_Milk,Pregnancy_2,Empty_Buffalo_Reminder
688.0,A,,,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
689.0,P,,,,,2023-09-29 00:00:00,2023-11-29 00:00:00,,2024-01-19 00:00:00,,983.0,,2024-01-19 00:00:00,2023-11-19 00:00:00,,dr sunil,1.5,,2023-09-29 00:00:00,2023-10-20 00:00:00,2024-06-19 00:00:00,2024-08-19 00:00:00,2024-09-19 00:00:00,627.0,31.233333333333334,937.0,2024-09-19 00:00:00,,,,,,
690.0,A,,,2024-03-05 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
691.0,P,2023-08-15 00:00:00,,,,2023-08-15 00:00:00,2023-10-15 00:00:00,,2024-03-23 00:00:00,,1028.0,,2024-03-23 00:00:00,2023-12-23 00:00:00,,,2.5,,,1900-01-21 00:00:00,2024-07-23 00:00:00,2024-09-23 00:00:00,2024-10-23 00:00:00,593.0,30.1,903.0,2024-10-23 00:00:00,,,,,,
692.0,p,2023-08-15 00:00:00,,,,2023-08-15 00:00:00,2023-10-15 00:00:00,,,,1028.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
693.0,A,,,2024-02-06 00:00:00,,2023-09-21 00:00:00,2023-11-21 00:00:00,,,,991.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
694.0,A,,,2024-03-07 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
695.0,p,2022-06-07 00:00:00,,,,2023-11-12 00:00:00,2024-01-12 00:00:00,,,,939.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
696.0,A,,,2024-02-23 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
697.0,P,,,,,2023-06-14 00:00:00,2023-08-14 00:00:00,,2024-03-05 00:00:00,,1090.0,,2024-03-05 00:00:00,2023-08-05 00:00:00,,dr sunil,6.5,,,1900-01-21 00:00:00,2024-03-05 00:00:00,2024-05-05 00:00:00,2024-06-05 00:00:00,733.0,34.766666666666666,1043.0,2024-06-05 00:00:00,,,,,,
698.0,P,2022-06-20 00:00:00,,,,2023-07-13 00:00:00,2023-09-13 00:00:00,,2024-02-28 00:00:00,,1061.0,,2024-02-28 00:00:00,2023-07-28 00:00:00,,dr sunil,6.5,,,1900-01-21 00:00:00,2024-02-28 00:00:00,2024-04-28 00:00:00,2024-05-28 00:00:00,741.0,35.03333333333333,1051.0,2024-05-28 00:00:00,,,,,,
699.0,P,2023-12-02 00:00:00,,,,2023-12-02 00:00:00,2024-02-02 00:00:00,,,,919.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
700.0,A,2024-03-15 00:00:00,,2024-03-24 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
701.0,A,,2023-10-16 00:00:00,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
702.0,P,2024-03-15 00:00:00,,,,2024-03-15 00:00:00,2024-05-15 00:00:00,,,,815.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
703.0,A,,,2024-02-24 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
704.0,P,2022-12-07 00:00:00,,,,2023-09-14 00:00:00,2023-11-14 00:00:00,,2024-03-10 00:00:00,,998.0,,2024-03-10 00:00:00,2024-01-10 00:00:00,,dr sunil,1.5,,,1900-01-21 00:00:00,2024-08-10 00:00:00,2024-10-10 00:00:00,2024-11-10 00:00:00,575.0,29.5,885.0,2024-11-10 00:00:00,,,,,,
705.0,P,2023-03-13 00:00:00,,,,2024-04-01 00:00:00,2024-06-01 00:00:00,,,,798.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
706.0,P,2023-12-02 00:00:00,,,,2023-12-02 00:00:00,2024-02-02 00:00:00,,,,919.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
707.0,P,2024-03-15 00:00:00,,,,2024-03-15 00:00:00,2024-05-15 00:00:00,,,,815.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
708.0,p,,,,,2024-01-11 00:00:00,2024-03-11 00:00:00,,,,879.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
709.0,P,2023-12-02 00:00:00,,,,2023-12-02 00:00:00,2024-02-02 00:00:00,,,,919.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
710.0,p,,,,,2023-05-31 00:00:00,2023-07-31 00:00:00,,,,1104.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
711.0,P,2022-06-07 00:00:00,,,,2023-06-11 00:00:00,2023-08-11 00:00:00,,2024-03-31 00:00:00,,1093.0,,2024-03-31 00:00:00,2023-10-31 00:00:00,,,5,,,1900-01-21 00:00:00,2024-05-31 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,646.0,31.866666666666667,956.0,2024-08-31 00:00:00,,,,,,
712.0,A,,,2024-03-01 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
713.0,p,2022-12-08 00:00:00,,,,2022-12-08 00:00:00,2023-02-08 00:00:00,,2023-09-26 00:00:00,,1278.0,K,,00:00:00,,DRV,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
714.0,A,2022-08-13 00:00:00,,2023-12-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
715.0,p,,,,,19/2/24,,,,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
716.0,A,,,2024-02-23 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
717.0,P,,,,,2023-09-06 00:00:00,2023-11-06 00:00:00,,2024-03-30 00:00:00,,1006.0,,2024-03-30 00:00:00,2023-11-30 00:00:00,,dr sunil,4,,,1900-01-21 00:00:00,2024-06-30 00:00:00,2024-08-30 00:00:00,2024-09-30 00:00:00,616.0,30.866666666666667,926.0,2024-09-30 00:00:00,,,,,,
718.0,p,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
719.0,p,,,,,2023-09-13 00:00:00,2023-11-13 00:00:00,2023-11-02 00:00:00,,,999.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
720.0,p,2022-08-13 00:00:00,,,,2023-10-07 00:00:00,2023-12-07 00:00:00,,,,975.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
721.0,p,2022-12-09 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,"12/8/2023
13/4/24",,1285.0,k,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
722.0,p,,,,,2024-04-12 00:00:00,2024-06-12 00:00:00,,,,787.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
723.0,A,,,2024-03-08 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
724.0,P,,,,,2023-04-06 00:00:00,2023-06-06 00:00:00,,2024-01-14 00:00:00,2024-03-10 00:00:00,1159.0,,2024-01-14 00:00:00,2023-09-14 00:00:00,6.5,dr sanjay gupta g,4,dr sunil,,1900-01-21 00:00:00,2024-04-14 00:00:00,2024-06-14 00:00:00,2024-07-14 00:00:00,694.0,33.46666666666667,1004.0,2024-07-14 00:00:00,,,,,,
725.0,p,2022-08-04 00:00:00,,,,2023-09-13 00:00:00,2023-11-13 00:00:00,,,,999.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
726.0,A,2022-08-06 00:00:00,,2024-02-24 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
727.0,p,2022-06-10 00:00:00,,,,2023-08-21 00:00:00,2023-10-21 00:00:00,,,,1022.0,,,00:00:00,,,,,2023-08-21 00:00:00,2023-09-11 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
728.0,P,,,,,2023-08-28 00:00:00,2023-10-28 00:00:00,,2024-03-05 00:00:00,,1015.0,,2024-03-05 00:00:00,2023-08-05 00:00:00,,dr sunil,7,,,1900-01-21 00:00:00,2024-03-05 00:00:00,2024-05-05 00:00:00,2024-06-05 00:00:00,733.0,34.766666666666666,1043.0,2024-06-05 00:00:00,,,,,,
729.0,p,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
730.0,P,2024-03-15 00:00:00,,,,2024-03-15 00:00:00,2024-05-15 00:00:00,,,,815.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
731.0,P,,,,,2023-02-15 00:00:00,2023-04-15 00:00:00,,2023-10-13 00:00:00,,1209.0,,2023-10-13 00:00:00,2023-08-13 00:00:00,,DRV,2,,,1900-01-21 00:00:00,2024-03-13 00:00:00,2024-05-13 00:00:00,2024-06-13 00:00:00,725.0,34.5,1035.0,2024-06-13 00:00:00,,,,,,
732.0,p,2023-03-18 00:00:00,,,,2024-01-14 00:00:00,2024-03-14 00:00:00,,,,876.0,,,00:00:00,,,,,2024-01-14 00:00:00,2024-02-04 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
733.0,p,2022-08-04 00:00:00,,,,2023-09-09 00:00:00,2023-11-09 00:00:00,2023-10-23 00:00:00,,,1003.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
734.0,p,2022-08-10 00:00:00,,,,2023-11-22 00:00:00,2024-01-22 00:00:00,,,,929.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
735.0,A,187,,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
736.0,P,2022-12-09 00:00:00,,,,2023-11-08 00:00:00,2024-01-08 00:00:00,,17/2/24,,943.0,,2024-02-17 00:00:00,2023-11-17 00:00:00,,,2.5,,,1900-01-21 00:00:00,2024-06-17 00:00:00,2024-08-17 00:00:00,2024-09-17 00:00:00,629.0,31.3,939.0,2024-09-17 00:00:00,,,,,,
737.0,P,2022-06-10 00:00:00,,,,2022-06-10 00:00:00,2022-08-10 00:00:00,,"10/4/2023
26/9/23",,1459.0,,2023-09-26 00:00:00,2023-02-26 00:00:00,,,7,,,1900-01-21 00:00:00,2023-09-26 00:00:00,2023-11-26 00:00:00,2023-12-26 00:00:00,895.0,40.166666666666664,1205.0,2023-12-26 00:00:00,,,,,,
738.0,p,,,,,2024-03-26 00:00:00,2024-05-26 00:00:00,,,,804.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
739.0,p,,,,,2023-10-25 00:00:00,2023-12-25 00:00:00,,,,957.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
740.0,P,,,,,2023-05-28 00:00:00,2023-07-28 00:00:00,,"24/2/24
2/3/24",,1107.0,,2024-02-24 00:00:00,2023-08-24 00:00:00,7.0,dr sunil,6,,,1900-01-21 00:00:00,2024-03-24 00:00:00,2024-05-24 00:00:00,2024-06-24 00:00:00,714.0,34.13333333333333,1024.0,2024-06-24 00:00:00,,,,,,
741.0,P,2022-08-04 00:00:00,,,,2022-08-01 00:00:00,2022-10-01 00:00:00,,2023-09-26 00:00:00,,1407.0,,2023-09-26 00:00:00,2023-06-26 00:00:00,,DRV,2.5,,,1900-01-21 00:00:00,2024-01-26 00:00:00,2024-03-26 00:00:00,2024-04-26 00:00:00,773.0,36.1,1083.0,2024-04-26 00:00:00,,,,,,
742.0,P,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
743.0,P,,,,,2023-03-05 00:00:00,2023-05-05 00:00:00,,2024-03-09 00:00:00,,1191.0,,2024-03-09 00:00:00,2023-12-09 00:00:00,,dr sunil,2.5,,,1900-01-21 00:00:00,2024-07-09 00:00:00,2024-09-09 00:00:00,2024-10-09 00:00:00,607.0,30.566666666666666,917.0,2024-10-09 00:00:00,,,,,,
744.0,p,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
745.0,P,,,,,2023-06-09 00:00:00,2023-08-09 00:00:00,,13/4/24,,1095.0,,2024-04-13 00:00:00,2024-02-13 00:00:00,,dr sunil,2,,,1900-01-21 00:00:00,2024-09-13 00:00:00,2024-11-13 00:00:00,2024-12-13 00:00:00,542.0,28.4,852.0,2024-12-13 00:00:00,,,,,,
746.0,A,ok 28/1/24 7 m,,2024-01-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
747.0,P,,,,,2023-01-23 00:00:00,2023-03-23 00:00:00,2022-02-04 00:00:00,2023-12-17 00:00:00,,1232.0,,2023-12-17 00:00:00,2023-08-17 00:00:00,,,4,,,1900-01-21 00:00:00,2024-03-17 00:00:00,2024-05-17 00:00:00,2024-06-17 00:00:00,721.0,34.36666666666667,1031.0,2024-06-17 00:00:00,,,,,,
748.0,P,2022-08-04 00:00:00,,,,2022-08-01 00:00:00,2022-10-01 00:00:00,,"21/3/23
10/4/23
16/1/24
28/2/24",,1407.0,,2024-02-28 00:00:00,2023-06-28 00:00:00,,dr sunil,8,,,1900-01-21 00:00:00,2024-01-28 00:00:00,2024-03-28 00:00:00,2024-04-28 00:00:00,771.0,36.03333333333333,1081.0,2024-04-28 00:00:00,,,,,,
749.0,P,2022-06-10 00:00:00,,,,2023-05-29 00:00:00,2023-07-29 00:00:00,,13/4/24,,1106.0,,2024-04-13 00:00:00,2024-02-13 00:00:00,,dr sunil,2,,,1900-01-21 00:00:00,2024-09-13 00:00:00,2024-11-13 00:00:00,2024-12-13 00:00:00,542.0,28.4,852.0,2024-12-13 00:00:00,,,,,,
750.0,p,,,,,2024-02-20 00:00:00,2024-04-20 00:00:00,,,,839.0,,,00:00:00,,,,,2024-02-20 00:00:00,2024-03-12 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
751.0,P,2023-03-13 00:00:00,,,,2023-03-10 00:00:00,2023-05-10 00:00:00,,2023-12-08 00:00:00,,1186.0,,2023-12-08 00:00:00,2023-07-08 00:00:00,,,5,,,1900-01-21 00:00:00,2024-02-08 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,761.0,35.7,1071.0,2024-05-08 00:00:00,,,,,,
752.0,P,,,,,2024-03-16 00:00:00,2024-05-16 00:00:00,,,,814.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
753.0,P,,,,,2023-04-06 00:00:00,2023-06-06 00:00:00,,13/4/24,,1159.0,,2024-04-13 00:00:00,2023-11-13 00:00:00,,dr sunil,5,,,1900-01-21 00:00:00,2024-06-13 00:00:00,2024-08-13 00:00:00,2024-09-13 00:00:00,633.0,31.433333333333334,943.0,2024-09-13 00:00:00,,,,,,
754.0,p,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
755.0,P,2024-03-15 00:00:00,,,,2024-03-15 00:00:00,2024-05-15 00:00:00,,,,815.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
756.0,P,,,,,2023-06-03 00:00:00,2023-08-03 00:00:00,,2024-02-24 00:00:00,,1101.0,,2024-02-24 00:00:00,2023-07-24 00:00:00,,dr sunil,6.5,,,1900-01-21 00:00:00,2024-02-24 00:00:00,2024-04-24 00:00:00,2024-05-24 00:00:00,745.0,35.166666666666664,1055.0,2024-05-24 00:00:00,,,,,,
757.0,p,2023-11-27 00:00:00,,,,2023-11-20 00:00:00,2024-01-20 00:00:00,,,,931.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
758.0,p,,,,,2023-05-18 00:00:00,2023-07-18 00:00:00,,,,1117.0,,,00:00:00,,,,,2023-05-18 00:00:00,2023-06-08 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
759.0,P,2022-12-09 00:00:00,,,,2024-01-27 00:00:00,2024-03-27 00:00:00,,,,863.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
760.0,A,2023-03-13 00:00:00,,2023-12-21 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
761.0,A,,,2023-12-12 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
762.0,P,2022-12-09 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,,,1285.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
763.0,P,2022-12-09 00:00:00,,,,2024-03-12 00:00:00,2024-05-12 00:00:00,,,,818.0,,,00:00:00,,,,,2024-03-12 00:00:00,2024-04-02 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
764.0,P,2024-03-15 00:00:00,,,,2024-03-15 00:00:00,2024-05-15 00:00:00,,,,815.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
765.0,A,2022-06-20 00:00:00,,2024-03-28 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
766.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
767.0,p,,,,,2023-08-04 00:00:00,2023-10-04 00:00:00,,,,1039.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
768.0,A,,,2024-03-28 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
769.0,p,,,,,2023-09-16 00:00:00,2023-11-16 00:00:00,,,,996.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
770.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,,,,,,
