Buffalo,Present,Buffalo_Purchase_Date,Buffalo_Died,Buffalo_Sold_Date,Buffalo_Sold,Fresh_Buffalo / Calved_Buffalo,Reminder,Pregnancy,Test,In_Doubt,Empty_Days,Empty,OK,Pregnancy_Month,पड़ा,Doctor_Name,Month,Medicine,Calf_Born,Calf_Born Reminder,Dry_Period,Care,Calving,Days_Until_Calving,Age_in_Months,Age_in_Days,Milk_Production_Started,Milk_Production_per_Month_(Liters),Daily_Milk_Production_Morning_(Liters),Daily_Milk_Production_Evening(Liters),Total_Milk,Pregnancy_2,Empty_Buffalo_Reminder
1.0,P,,,,,2023-03-10 00:00:00,2023-05-10 00:00:00,,2023-11-24 00:00:00,2023-12-17 00:00:00,1186.0,,2023-09-24 00:00:00,2023-01-24 00:00:00,,6,8,,,1900-01-21 00:00:00,2023-08-24 00:00:00,2023-10-24 00:00:00,2023-11-24 00:00:00,927.0,41.233333333333334,1237.0,2023-11-24 00:00:00,0.0,,,0.0,2023-11-24 00:00:00,2024-02-24 00:00:00
2.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
3.0,p,,,,,2023-09-13 00:00:00,2023-11-13 00:00:00,,,,999.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
4.0,p,,,,,2023-12-23 00:00:00,2024-02-23 00:00:00,,,,898.0,,,00:00:00,,,,,,00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
5.0,p,2022-06-09 00:00:00,,,,2023-12-07 00:00:00,2024-02-07 00:00:00,,,,914.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
6.0,p,,,,,2022-10-19 00:00:00,2022-12-19 00:00:00,,,,1328.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
7.0,P,2022-12-12 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,2024-02-28 00:00:00,,1285.0,,2024-02-28 00:00:00,2023-08-28 00:00:00,,dr sunil,6,,,1900-01-21 00:00:00,2024-03-28 00:00:00,2024-05-28 00:00:00,2024-06-28 00:00:00,710.0,34.0,1020.0,2024-06-28 00:00:00,0.0,,,0.0,2024-06-28 00:00:00,2024-09-28 00:00:00
8.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
9.0,a,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
10.0,P,2022-06-20 00:00:00,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
11.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
12.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
13.0,A,,,2024-01-18 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
14.0,p,,,,,2023-07-27 00:00:00,2023-09-27 00:00:00,,,,1047.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
15.0,P,2022-09-03 00:00:00,,,,2023-07-17 00:00:00,2023-09-17 00:00:00,,2024-03-11 00:00:00,,1057.0,,2024-03-11 00:00:00,2023-09-11 00:00:00,,dr sunil,5.5,,,1900-01-21 00:00:00,2024-04-11 00:00:00,2024-06-11 00:00:00,2024-07-11 00:00:00,697.0,33.56666666666667,1007.0,2024-07-11 00:00:00,0.0,,,0.0,2024-07-11 00:00:00,2024-10-11 00:00:00
16.0,P,2022-08-27 00:00:00,,,,2022-08-20 00:00:00,2022-10-20 00:00:00,,"9/26/2023
4/3/24",,1388.0,,2023-09-26 00:00:00,2023-07-26 00:00:00,8.0,"DRV
dr sunil",2,,,1900-01-21 00:00:00,2024-02-26 00:00:00,2024-04-26 00:00:00,2024-05-26 00:00:00,743.0,35.1,1053.0,2024-05-26 00:00:00,0.0,,,0.0,2024-05-26 00:00:00,2024-08-26 00:00:00
17.0,P,,,,,2023-04-06 00:00:00,2023-06-06 00:00:00,,"15/1/2024
2/3/24",,1159.0,,2024-01-15 00:00:00,2023-07-15 00:00:00,8.0,dr sunil,6,,,1900-01-21 00:00:00,2024-02-15 00:00:00,2024-04-15 00:00:00,2024-05-15 00:00:00,754.0,35.46666666666667,1064.0,2024-05-15 00:00:00,0.0,,,0.0,2024-05-15 00:00:00,2024-08-15 00:00:00
18.0,p,,,,,2022-10-23 00:00:00,2022-12-23 00:00:00,,,,1324.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
19.0,p,,,,,2023-08-15 00:00:00,2023-10-15 00:00:00,,,,1028.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
20.0,A,,,2023-11-15 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
21.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
22.0,p,2022-06-09 00:00:00,,,,2022-06-07 00:00:00,2022-08-07 00:00:00,,,,1462.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
23.0,A,,,2022-01-26 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
24.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
25.0,A,,,2023-12-10 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
26.0,p,,,,,2023-11-07 00:00:00,2024-01-07 00:00:00,,,,944.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
27.0,P,2022-08-27 00:00:00,,,,2023-08-17 00:00:00,2023-10-17 00:00:00,,"17/12/2023
14/1/24",,1026.0,,2023-12-17 00:00:00,2023-09-17 00:00:00,,dr sanjay gupta,2.5,,,1900-01-21 00:00:00,2024-04-17 00:00:00,2024-06-17 00:00:00,2024-07-17 00:00:00,691.0,33.36666666666667,1001.0,2024-07-17 00:00:00,0.0,,,0.0,2024-07-17 00:00:00,2024-10-17 00:00:00
28.0,A,,,2023-09-05 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
29.0,A,,,2023-09-29 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
30.0,P,2022-06-09 00:00:00,,,,2022-06-07 00:00:00,2022-08-07 00:00:00,,2023-09-26 00:00:00,,1462.0,,2023-09-26 00:00:00,2023-06-26 00:00:00,,DRV,3,,,1900-01-21 00:00:00,2024-01-26 00:00:00,2024-03-26 00:00:00,2024-04-26 00:00:00,773.0,36.1,1083.0,2024-04-26 00:00:00,0.0,,,0.0,2024-04-26 00:00:00,2024-07-26 00:00:00
31.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
32.0,A,,,2024-03-02 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
33.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
34.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
35.0,p,,,,,2023-12-21 00:00:00,2024-02-21 00:00:00,,,,900.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
36.0,A,,,2023-09-30 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
37.0,p,,,,,2024-02-21 00:00:00,2024-04-21 00:00:00,,,,838.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
38.0,A,,,2024-03-08 00:00:00,,2023-12-09 00:00:00,2024-02-09 00:00:00,,,,912.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
39.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
40.0,A,,,2024-02-23 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
41.0,p,,,,,16/2/24,,,,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
42.0,p,,,,,2023-08-01 00:00:00,2023-10-01 00:00:00,,,,1042.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
43.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
44.0,p,2022-08-27 00:00:00,,,,2023-08-20 00:00:00,2023-10-20 00:00:00,,2024-04-13 00:00:00,,1023.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
45.0,p,2022-08-27 00:00:00,,,,2023-09-27 00:00:00,2023-11-27 00:00:00,,,,985.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
46.0,p,,,,,2023-12-24 00:00:00,2024-02-24 00:00:00,,,,897.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
47.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
48.0,P,,,,,2023-03-28 00:00:00,2023-05-28 00:00:00,,2023-12-08 00:00:00,,1168.0,,2023-12-08 00:00:00,2023-07-08 00:00:00,,,5,,,1900-01-21 00:00:00,2024-02-08 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,761.0,35.7,1071.0,2024-05-08 00:00:00,0.0,,,0.0,2024-05-08 00:00:00,2024-08-08 00:00:00
49.0,P,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
50.0,A,,,2024-02-23 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
51.0,P,,,,,2023-07-10 00:00:00,2023-09-10 00:00:00,,2024-03-22 00:00:00,,1064.0,,2024-03-22 00:00:00,2023-09-22 00:00:00,,,6,,,1900-01-21 00:00:00,2024-04-22 00:00:00,2024-06-22 00:00:00,2024-07-22 00:00:00,686.0,33.2,996.0,2024-07-22 00:00:00,0.0,,,0.0,2024-07-22 00:00:00,2024-10-22 00:00:00
52.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
53.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
54.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
55.0,p,,,,,2023-10-10 00:00:00,2023-12-10 00:00:00,,,,972.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
56.0,P,2022-08-27 00:00:00,,,,2023-09-26 00:00:00,2023-11-26 00:00:00,,2024-01-14 00:00:00,,986.0,,2024-01-14 00:00:00,2023-11-14 00:00:00,,dr gupta,2,,,1900-01-21 00:00:00,2024-06-14 00:00:00,2024-08-14 00:00:00,2024-09-14 00:00:00,632.0,31.4,942.0,2024-09-14 00:00:00,0.0,,,0.0,2024-09-14 00:00:00,2024-12-14 00:00:00
57.0,p,,,,,2023-07-30 00:00:00,2023-09-30 00:00:00,,,,1044.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
58.0,P,,,,,2023-03-09 00:00:00,2023-05-09 00:00:00,,2023-12-17 00:00:00,,1187.0,,2023-12-17 00:00:00,2023-07-17 00:00:00,,,5,,,1900-01-21 00:00:00,2024-02-17 00:00:00,2024-04-17 00:00:00,2024-05-17 00:00:00,752.0,35.4,1062.0,2024-05-17 00:00:00,0.0,,,0.0,2024-05-17 00:00:00,2024-08-17 00:00:00
59.0,P,,,,,2023-06-21 00:00:00,2023-08-21 00:00:00,,13/4/24,,1083.0,,2024-04-13 00:00:00,2023-11-13 00:00:00,,dr sunil,5,,,1900-01-21 00:00:00,2024-06-13 00:00:00,2024-08-13 00:00:00,2024-09-13 00:00:00,633.0,31.433333333333334,943.0,2024-09-13 00:00:00,0.0,,,0.0,2024-09-13 00:00:00,2024-12-13 00:00:00
60.0,P,2022-12-12 00:00:00,,,,2024-01-24 00:00:00,2024-03-24 00:00:00,,,,866.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
61.0,p,2022-12-12 00:00:00,,,,2022-12-01 00:00:00,2023-02-01 00:00:00,,,,1285.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
62.0,p,2022-12-12 00:00:00,,,,2024-05-04 00:00:00,2024-07-04 00:00:00,,,,765.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
63.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
64.0,p,,,,,2023-05-21 00:00:00,2023-07-21 00:00:00,,2023-10-13 00:00:00,,1114.0,k,,00:00:00,,DRV,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
65.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
66.0,P,,,,,2023-12-19 00:00:00,2024-02-19 00:00:00,,,,902.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
67.0,P,,,,,2023-09-29 00:00:00,2023-11-29 00:00:00,,,,983.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
68.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
69.0,p,,,,,2023-04-13 00:00:00,2023-06-13 00:00:00,,"26/9/2023
21/11/23",S,1152.0,,,,,"DRV
dr sunil",4.5,,,1900-01-21 00:00:00,,,,,,,,0.0,,,0.0,,
70.0,p,,,,,2023-11-27 00:00:00,2024-01-27 00:00:00,,,,924.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
71.0,p,2022-08-27 00:00:00,,,,2024-01-07 00:00:00,2024-03-07 00:00:00,,,,883.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
72.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
73.0,A,,,2023-01-07 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
74.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
